timestamp,TotalUptime,BootCounter,MCUTemp,Temperature,PhasingTemperature,AmplifierTemperature
2022-03-07T10:14:49Z,4442940,16,-2.20000000000000012212453270876721944659948348999023437500,-3.50000000000000019428902930940239457413554191589355468750,2.80000000000000015543122344752191565930843353271484375000,0E-56
2022-03-07T10:13:49Z,4442880,16,-3.20000000000000017763568394002504646778106689453125000000,-3.90000000000000021649348980190552538260817527770996093750,2.40000000000000013322676295501878485083580017089843750000,0E-56
2022-03-05T13:10:41Z,4288824,166,20.10000000000000111577413974828232312574982643127441406250,18.90000000000000104916075827077293070033192634582519531250,-0.30000000000000001665334536937734810635447502136230468750,0E-56
2022-03-05T13:06:40Z,4288584,166,23.40000000000000129896093881143315229564905166625976562500,22.40000000000000124344978758017532527446746826171875000000,6.50000000000000036082248300317587563768029212951660156250,0E-56
2022-03-04T18:51:38Z,4227425,31,-1.90000000000000010547118733938987134024500846862792968750,-2.90000000000000016098233857064769836142659187316894531250,5.40000000000000029976021664879226591438055038452148437500,0E-56
2022-03-04T18:50:38Z,4227365,31,-2.90000000000000016098233857064769836142659187316894531250,-3.90000000000000021649348980190552538260817527770996093750,3.90000000000000021649348980190552538260817527770996093750,0E-56
2022-03-04T13:29:13Z,4209490,8,14.90000000000000082711615334574162261560559272766113281250,13.50000000000000074940054162198066478595137596130371093750,-8.10000000000000044964032497318839887157082557678222656250,0E-56
2022-03-04T09:19:57Z,4195152,1,-1.20000000000000006661338147750939242541790008544921875000,-2.40000000000000013322676295501878485083580017089843750000,4.20000000000000023314683517128287348896265029907226562500,0E-56
2022-02-25T10:54:51Z,3623540,83,-0.10000000000000000555111512312578270211815834045410156250,-1.40000000000000007771561172376095782965421676635742187500,5.40000000000000029976021664879226591438055038452148437500,0E-56
2022-02-25T10:53:51Z,3623480,83,-1.00000000000000005551115123125782702118158340454101562500,-2.40000000000000013322676295501878485083580017089843750000,5.20000000000000028865798640254070051014423370361328125000,0E-56
2022-02-25T10:52:51Z,3623420,83,-1.40000000000000007771561172376095782965421676635742187500,-2.90000000000000016098233857064769836142659187316894531250,2.80000000000000015543122344752191565930843353271484375000,0E-56
2022-02-24T02:23:44Z,3512381,243,24.50000000000000136002320516581676201894879341125488281250,23.40000000000000129896093881143315229564905166625976562500,12.70000000000000070499162063697440316900610923767089843750,0E-56
2022-02-23T08:11:18Z,3450212,155,0E-56,-1.40000000000000007771561172376095782965421676635742187500,6.80000000000000037747582837255322374403476715087890625000,0E-56
2022-02-22T20:41:25Z,3410552,147,3.60000000000000019984014443252817727625370025634765625000,1.90000000000000010547118733938987134024500846862792968750,-20.90000000000000116018306073328858474269509315490722656250,0E-56
2022-02-22T13:27:58Z,3384932,143,16.10000000000000089372953482325101504102349281311035156250,15.00000000000000083266726846886740531772375106811523437500,21.60000000000000119904086659516906365752220153808593750000,0E-56
2022-02-22T02:49:12Z,3347013,136,28.80000000000000159872115546022541821002960205078125000000,27.50000000000000152655665885959024308249354362487792968750,19.10000000000000106026298851702449610456824302673339843750,0E-56
2022-02-21T20:54:45Z,3326073,132,4.60000000000000025535129566378600429743528366088867187500,2.90000000000000016098233857064769836142659187316894531250,-20.00000000000000111022302462515654042363166809082031250000,0E-56
2022-02-21T20:54:39Z,3326073,132,4.60000000000000025535129566378600429743528366088867187500,2.90000000000000016098233857064769836142659187316894531250,-20.00000000000000111022302462515654042363166809082031250000,0E-56
2022-02-19T15:25:03Z,3138370,73,-0.60000000000000003330669073875469621270895004272460937500,-2.40000000000000013322676295501878485083580017089843750000,5.30000000000000029420910152566648321226239204406738281250,0E-56
2022-02-19T15:24:03Z,3138310,73,-1.60000000000000008881784197001252323389053344726562500000,-2.90000000000000016098233857064769836142659187316894531250,3.80000000000000021094237467877974268049001693725585937500,0E-56
2022-02-19T09:03:43Z,3116628,39,-1.10000000000000006106226635438360972329974174499511718750,-1.90000000000000010547118733938987134024500846862792968750,5.70000000000000031641356201816961402073502540588378906250,0E-56
2022-02-18T18:47:41Z,3068029,197,-2.50000000000000013877787807814456755295395851135253906250,-3.50000000000000019428902930940239457413554191589355468750,3.40000000000000018873791418627661187201738357543945312500,0E-56
2022-02-17T17:25:46Z,2980665,89,-1.20000000000000006661338147750939242541790008544921875000,-2.90000000000000016098233857064769836142659187316894531250,4.90000000000000027200464103316335240378975868225097656250,0E-56
2022-02-17T15:49:40Z,2975157,86,-1.80000000000000009992007221626408863812685012817382812500,-2.90000000000000016098233857064769836142659187316894531250,3.70000000000000020539125955565395997837185859680175781250,0E-56
2022-02-17T02:44:36Z,2929511,70,5.20000000000000028865798640254070051014423370361328125000,3.90000000000000021649348980190552538260817527770996093750,-19.30000000000000107136521876327606150880455970764160156250,0E-56
2022-02-16T20:26:07Z,2907684,65,3.20000000000000017763568394002504646778106689453125000000,1.40000000000000007771561172376095782965421676635742187500,-21.90000000000000121569421196454641176387667655944824218750,0E-56
2022-02-16T09:40:29Z,2870387,38,-2.90000000000000016098233857064769836142659187316894531250,-3.90000000000000021649348980190552538260817527770996093750,0.60000000000000003330669073875469621270895004272460937500,0E-56
2022-02-14T08:34:47Z,2702334,187,-0.40000000000000002220446049250313080847263336181640625000,-1.40000000000000007771561172376095782965421676635742187500,4.90000000000000027200464103316335240378975868225097656250,0E-56
2022-02-07T13:35:23Z,2127712,151,13.10000000000000072719608112947753397747874259948730468750,11.90000000000000066058269965196814155206084251403808593750,21.30000000000000118238752122579171555116772651672363281250,0E-56
