timestamp,TotalUptime,bootcounter,MCUTemp,Temperature
2022-01-28T07:23:54Z,1225080,209,-1.60000000000000008881784197001252323389053344726562500000,0E-56
2022-01-28T07:22:54Z,1225020,209,-2.00000000000000011102230246251565404236316680908203125000,0E-56
2022-01-27T21:38:52Z,1189979,207,4.00000000000000022204460492503130808472633361816406250000,0E-56
2022-01-27T21:37:52Z,1189919,207,4.70000000000000026090241078691178699955344200134277343750,0E-56
2022-01-27T21:36:52Z,1189860,207,6.10000000000000033861802251067274482920765876770019531250,0E-56
2022-01-27T21:35:52Z,1189799,207,7.00000000000000038857805861880478914827108383178710937500,0E-56
2022-01-27T21:34:52Z,1189740,207,7.70000000000000042743586448068526806309819221496582031250,0E-56
2022-01-27T21:33:52Z,1189680,207,8.70000000000000048294701571194309508427977561950683593750,0E-56
2022-01-27T20:05:52Z,1184399,207,2.40000000000000013322676295501878485083580017089843750000,0E-56
2022-01-27T20:04:52Z,1184340,207,3.00000000000000016653345369377348106354475021362304687500,0E-56
2022-01-27T20:03:52Z,1184280,207,3.80000000000000021094237467877974268049001693725585937500,0E-56
2022-01-27T20:02:52Z,1184219,207,5.20000000000000028865798640254070051014423370361328125000,0E-56
2022-01-27T20:01:52Z,1184160,207,5.90000000000000032751579226442117942497134208679199218750,0E-56
2022-01-27T20:00:52Z,1184099,207,6.90000000000000038302694349567900644615292549133300781250,0E-56
2022-01-27T19:59:52Z,1184040,207,7.80000000000000043298697960381105076521635055541992187500,0E-56
2022-01-27T19:58:52Z,1183980,207,8.70000000000000048294701571194309508427977561950683593750,0E-56
2022-01-27T19:57:52Z,1183920,207,9.70000000000000053845816694320092210546135902404785156250,0E-56
2022-01-27T19:56:52Z,1183860,207,10.30000000000000057176485768195561831817030906677246093750,0E-56
2022-01-27T18:31:52Z,1178760,207,1.10000000000000006106226635438360972329974174499511718750,0E-56
2022-01-27T18:30:52Z,1178700,207,2.40000000000000013322676295501878485083580017089843750000,0E-56
2022-01-27T18:29:52Z,1178639,207,3.00000000000000016653345369377348106354475021362304687500,0E-56
2022-01-27T18:28:52Z,1178580,207,3.90000000000000021649348980190552538260817527770996093750,0E-56
2022-01-27T18:27:52Z,1178520,207,4.90000000000000027200464103316335240378975868225097656250,0E-56
2022-01-27T18:26:52Z,1178460,207,6.20000000000000034416913763379852753132581710815429687500,0E-56
2022-01-27T18:25:52Z,1178399,207,7.10000000000000039412917374193057185038924217224121093750,0E-56
2022-01-27T18:24:52Z,1178340,207,7.80000000000000043298697960381105076521635055541992187500,0E-56
2022-01-27T18:22:52Z,1178219,207,10.00000000000000055511151231257827021181583404541015625000,0E-56
2022-01-27T18:21:52Z,1178159,207,10.90000000000000060507154842071031453087925910949707031250,0E-56
2022-01-27T16:55:51Z,1173000,207,3.20000000000000017763568394002504646778106689453125000000,0E-56
2022-01-27T16:53:51Z,1172880,207,4.80000000000000026645352591003756970167160034179687500000,0E-56
2022-01-27T16:52:51Z,1172820,207,5.60000000000000031086244689504383131861686706542968750000,0E-56
2022-01-27T12:46:51Z,1158060,207,12.70000000000000070499162063697440316900610923767089843750,0E-56
2022-01-27T12:44:51Z,1157940,207,11.50000000000000063837823915946501074358820915222167968750,0E-56
2022-01-27T12:43:51Z,1157880,207,10.70000000000000059396931817445874912664294242858886718750,0E-56
2022-01-27T12:42:51Z,1157820,207,9.70000000000000053845816694320092210546135902404785156250,0E-56
2022-01-27T12:41:51Z,1157760,207,8.90000000000000049404924595819466048851609230041503906250,0E-56
2022-01-27T12:40:51Z,1157700,207,8.40000000000000046629367034256574697792530059814453125000,0E-56
2022-01-27T12:39:51Z,1157640,207,7.20000000000000039968028886505635455250740051269531250000,0E-56
2022-01-27T11:59:45Z,1155239,207,12.50000000000000069388939039072283776476979255676269531250,0E-56
2022-01-27T11:58:45Z,1155180,207,13.50000000000000074940054162198066478595137596130371093750,0E-56
2022-01-27T11:58:45Z,1155180,207,13.50000000000000074940054162198066478595137596130371093750,0E-56
2022-01-27T10:49:51Z,1151040,207,-1.10000000000000006106226635438360972329974174499511718750,0E-56
2022-01-27T10:48:51Z,1150980,207,-1.50000000000000008326672684688674053177237510681152343750,0E-56
2022-01-27T10:47:51Z,1150920,207,-1.50000000000000008326672684688674053177237510681152343750,0E-56
2022-01-27T10:46:51Z,1150860,207,-1.30000000000000007216449660063517512753605842590332031250,0E-56
2022-01-27T09:17:51Z,1145520,207,0.50000000000000002775557561562891351059079170227050781250,0E-56
2022-01-27T09:16:51Z,1145460,207,0.60000000000000003330669073875469621270895004272460937500,0E-56
2022-01-27T09:15:51Z,1145400,207,-0.20000000000000001110223024625156540423631668090820312500,0E-56
2022-01-27T09:14:51Z,1145340,207,-0.50000000000000002775557561562891351059079170227050781250,0E-56
2022-01-27T09:13:51Z,1145279,207,-0.60000000000000003330669073875469621270895004272460937500,0E-56
2022-01-27T09:12:51Z,1145220,207,-1.50000000000000008326672684688674053177237510681152343750,0E-56
2022-01-27T09:11:51Z,1145160,207,-1.30000000000000007216449660063517512753605842590332031250,0E-56
2022-01-27T07:43:51Z,1139880,207,0.30000000000000001665334536937734810635447502136230468750,0E-56
2022-01-27T07:40:51Z,1139700,207,-0.70000000000000003885780586188047891482710838317871093750,0E-56
2022-01-27T07:39:51Z,1139640,207,-1.00000000000000005551115123125782702118158340454101562500,0E-56
2022-01-27T07:38:51Z,1139580,207,-1.50000000000000008326672684688674053177237510681152343750,0E-56
2022-01-27T07:37:50Z,1139520,207,-1.60000000000000008881784197001252323389053344726562500000,0E-56
2022-01-27T07:36:51Z,1139460,207,-1.60000000000000008881784197001252323389053344726562500000,0E-56
2022-01-26T21:51:48Z,1104360,206,4.10000000000000022759572004815709078684449195861816406250,0E-56
2022-01-26T21:50:48Z,1104300,206,5.30000000000000029420910152566648321226239204406738281250,0E-56
2022-01-26T21:49:48Z,1104240,206,6.20000000000000034416913763379852753132581710815429687500,0E-56
2022-01-26T21:48:48Z,1104179,206,7.10000000000000039412917374193057185038924217224121093750,0E-56
2022-01-26T21:46:48Z,1104060,206,8.50000000000000047184478546569152968004345893859863281250,0E-56
2022-01-26T20:18:48Z,1098780,206,2.00000000000000011102230246251565404236316680908203125000,0E-56
2022-01-26T20:17:48Z,1098720,206,2.90000000000000016098233857064769836142659187316894531250,0E-56
2022-01-26T20:15:48Z,1098600,206,4.30000000000000023869795029440865619108080863952636718750,0E-56
2022-01-26T20:14:48Z,1098540,206,5.30000000000000029420910152566648321226239204406738281250,0E-56
2022-01-26T20:13:48Z,1098480,206,6.20000000000000034416913763379852753132581710815429687500,0E-56
2022-01-26T20:12:48Z,1098420,206,6.90000000000000038302694349567900644615292549133300781250,0E-56
2022-01-26T20:11:48Z,1098360,206,8.00000000000000044408920985006261616945266723632812500000,0E-56
2022-01-26T20:10:48Z,1098300,206,8.70000000000000048294701571194309508427977561950683593750,0E-56
2022-01-26T20:09:48Z,1098240,206,10.00000000000000055511151231257827021181583404541015625000,0E-56
2022-01-26T18:44:48Z,1093139,206,1.20000000000000006661338147750939242541790008544921875000,0E-56
2022-01-26T18:42:48Z,1093020,206,2.70000000000000014988010832439613295719027519226074218750,0E-56
2022-01-26T18:41:48Z,1092959,206,4.10000000000000022759572004815709078684449195861816406250,0E-56
2022-01-26T18:40:48Z,1092900,206,4.60000000000000025535129566378600429743528366088867187500,0E-56
2022-01-26T18:39:48Z,1092840,206,5.50000000000000030531133177191804861649870872497558593750,0E-56
2022-01-26T18:38:48Z,1092780,206,6.60000000000000036637359812630165833979845046997070312500,0E-56
2022-01-26T18:37:48Z,1092720,206,7.50000000000000041633363423443370265886187553405761718750,0E-56
2022-01-26T18:36:48Z,1092659,206,8.10000000000000044964032497318839887157082557678222656250,0E-56
2022-01-26T18:35:48Z,1092600,206,8.80000000000000048849813083506887778639793395996093750000,0E-56
2022-01-26T17:08:48Z,1087380,206,1.50000000000000008326672684688674053177237510681152343750,0E-56
2022-01-26T17:07:48Z,1087320,206,2.80000000000000015543122344752191565930843353271484375000,0E-56
2022-01-26T17:06:48Z,1087260,206,3.50000000000000019428902930940239457413554191589355468750,0E-56
2022-01-26T17:04:48Z,1087139,206,5.50000000000000030531133177191804861649870872497558593750,0E-56
2022-01-26T17:03:48Z,1087080,206,6.40000000000000035527136788005009293556213378906250000000,0E-56
2022-01-26T17:02:48Z,1087020,206,7.20000000000000039968028886505635455250740051269531250000,0E-56
2022-01-26T12:59:47Z,1072440,206,11.60000000000000064392935428259079344570636749267578125000,0E-56
2022-01-26T12:57:47Z,1072320,206,10.20000000000000056621374255882983561605215072631835937500,0E-56
2022-01-26T12:56:47Z,1072260,206,9.60000000000000053290705182007513940334320068359375000000,0E-56
2022-01-26T12:55:47Z,1072200,206,8.60000000000000047739590058881731238216161727905273437500,0E-56
2022-01-26T12:54:47Z,1072140,206,7.30000000000000040523140398818213725462555885314941406250,0E-56
2022-01-26T12:53:47Z,1072080,206,7.00000000000000038857805861880478914827108383178710937500,0E-56
2022-01-26T12:52:48Z,1072020,206,6.60000000000000036637359812630165833979845046997070312500,0E-56
2022-01-26T12:52:48Z,1072020,206,6.60000000000000036637359812630165833979845046997070312500,0E-56
2022-01-26T11:02:47Z,1065420,206,-1.30000000000000007216449660063517512753605842590332031250,0E-56
2022-01-26T11:01:47Z,1065359,206,-1.50000000000000008326672684688674053177237510681152343750,0E-56
2022-01-26T11:00:47Z,1065300,206,-2.30000000000000012767564783189300214871764183044433593750,0E-56
2022-01-26T10:59:47Z,1065240,206,-2.20000000000000012212453270876721944659948348999023437500,0E-56
2022-01-26T10:58:47Z,1065180,206,-2.00000000000000011102230246251565404236316680908203125000,0E-56
2022-01-26T09:29:47Z,1059840,206,-0.90000000000000004996003610813204431906342506408691406250,0E-56
2022-01-26T09:28:47Z,1059779,206,-1.00000000000000005551115123125782702118158340454101562500,0E-56
2022-01-26T09:27:47Z,1059719,206,-1.30000000000000007216449660063517512753605842590332031250,0E-56
2022-01-26T09:26:47Z,1059660,206,-1.60000000000000008881784197001252323389053344726562500000,0E-56
2022-01-26T09:25:47Z,1059600,206,-2.00000000000000011102230246251565404236316680908203125000,0E-56
2022-01-26T09:23:47Z,1059480,206,-2.20000000000000012212453270876721944659948348999023437500,0E-56
2022-01-26T09:21:47Z,1059359,206,-2.20000000000000012212453270876721944659948348999023437500,0E-56
